,ano,mes,Coquimbo,Valparaiso,Metropolitana_de_Santiago,Libertador_Gral__Bernardo_O_Higgins,Maule,Biobio,La_Araucania,Los_Rios,PIB_Agropecuario_silvicola,PIB_Pesca,PIB_Mineria,PIB_Mineria_del_cobre,PIB_Otras_actividades_mineras,PIB_Industria_Manufacturera,PIB_Alimentos,PIB_Bebidas_y_tabaco,PIB_Textil,PIB_Maderas_y_muebles,PIB_Celulosa,PIB_Refinacion_de_petroleo,PIB_Quimica,PIB_Minerales_no_metalicos_y_metalica_basica,PIB_Productos_metalicos,PIB_Electricidad,PIB_Construccion,PIB_Comercio,PIB_Restaurantes_y_hoteles,PIB_Transporte,PIB_Comunicaciones,PIB_Servicios_financieros,PIB_Servicios_empresariales,PIB_Servicios_de_vivienda,PIB_Servicios_personales,PIB_Administracion_publica,PIB_a_costo_de_factores,PIB,Imacec_empalmado,Imacec_produccion_de_bienes,Imacec_minero,Imacec_industria,Imacec_resto_de_bienes,Imacec_comercio,Imacec_servicios,Imacec_a_costo_de_factores,Imacec_no_minero,num
15,2015,4,0.292143790924228,0.0804058437223558,0.378087247471831,6.03803100481976,20.1714642290367,43.4005784696721,83.1205103293867,148.935749325025,384760656,907629496,123421856,110965477,123093249,132459783,363188446,197398318,337846635,690013925,100881408,952772124,191684503,700799434,201636439,276351871,780906692,113983986,224506413,575594857,377587401,613721422,122985154,862501728,152479436,539245848,111928794,121827683,106.032,103.363,97.8,103.715,107.691,109.286,108.155,106.44,107.033,99.4
16,2015,5,0.0001895424782061,0.588051951937861,3.65489932050266,10.4554573726284,45.7142928927988,159.279867091077,314.597532459733,437.577273721227,295592652,758686561,132797077,119498459,131196338,130020167,337245873,204002273,328525463,69979866,937501703,101634811,192210756,68029023,199722011,2808115,757164934,106043539,221481245,57340176,378097333,616669356,125715389,86522688,15624716,54044565,111096622,120867171,105.196,101.661,105.229,101.805,98.4,101.67,109.381,105.649,105.191,102.501
17,2015,6,0.0,0.325714282401196,4.88870805442558,33.1526356809823,117.695499126606,255.274275074614,343.280204987944,386.836253065163,251267217,572155656,134028688,120918763,128669713,128645317,318590821,201290528,298008216,685739654,100978882,100362505,187665988,654064326,213814807,297909533,724444548,102204867,223923956,568363392,376315491,609351789,124583091,87303004,152467409,545109786,109330262,119114486,103.67,99.4,106.205,100.729,92.4,97.9,108.509,103.969,103.361,98.3
18,2015,7,41.5970326859967,72.4830357594924,125.567953109741,203.597302541807,312.226780261454,369.045837595108,378.380274113861,510.127261731052,20951644,545913031,120382425,107654452,127000339,126578836,316785756,180483194,280338451,696491402,103003843,102369243,183864741,676246282,213269809,309871729,752452875,10146151,2260309,578246445,377850891,613996585,123741312,875406753,11575567,548591296,10410494,114041506,99.255,95.3,95.3,99.11,91.7,97.2,102.063,99.0,99.7,99.0
19,2015,8,104.8209150252,149.163198099508,183.430134280416,246.857612148551,318.056231087734,347.263357669749,341.105605195881,434.725994691676,167906546,541388987,114324862,100992313,135546436,121228998,3005438,172186767,254990356,663126423,957885067,901083232,187287804,682656544,208959947,334162078,775024402,989921274,228107089,582456018,381878083,61088893,122652951,878289186,153008483,553323833,106420562,116388398,101.298,92.4,90.5,94.9,91.6,94.9,108.964,101.202,102.6,99.6
20,2015,9,16.3932156849604,48.6206006322588,80.2461073510599,118.26671322963,138.591905292378,142.949514526002,167.853328353289,186.367609521831,176765262,444940968,126387596,112545553,139083934,121298299,295029651,172589275,267721099,669123702,989463179,908389645,191299128,692896868,204244071,330484648,70664128,982854454,231061403,585274853,386651437,610621644,12258614,877862038,132901135,559099444,1049619,11492428,100.023,93.5,100.15,94.976,86.6,94.2,105.5,99.8,100.007,96.8
21,2015,10,40.0684248627352,57.6072402898367,91.4798993424281,117.399147311662,135.376297771435,119.415565267522,110.72101319045,113.122829481613,249960276,560918307,134414688,119037951,155782139,128296072,331902731,170800721,303494309,702508988,99024214,892892784,197403346,79807031,217510515,345719752,805080635,100944966,233027794,621644577,409884795,609852287,123157518,879093339,156412852,562691823,111866851,122132882,106.297,102.48,106.511,100.455,100.815,96.7,111.148,106.381,106.27,101.276
22,2015,11,2.684032674611,10.9874999931856,20.3234899478071,24.1928837473078,17.1487687187465,26.5828856381964,52.9540137169657,104.420297090397,28935689,571278567,130491984,115253614,154959499,129053921,332457054,1739666,318652062,702954815,956568405,967549288,192734204,805810064,218630973,358711557,872076197,10496631,24638939,62819434,4420184,615931238,135637537,904481229,156764799,564045518,115307282,125848351,109.531,104.791,103.402,101.049,109.29,100.64,115.02,109.653,110.276,101.753
23,2015,12,0.272738561634388,0.283084417028087,0.688791948108115,0.410341083079345,0.513311147451178,20.0545943853213,71.4964813238232,103.072700465988,391886567,413886267,143403422,127470229,160539209,13417807,325455936,189212986,346238489,708258387,111358257,109799148,183215781,764544119,240910301,369343541,106566861,133204507,244769754,628692381,435003536,640850969,130935729,911955915,115483503,567576286,118682457,131191864,114.182,116.653,113.633,105.061,129.655,127.714,107.084,112.863,114.248,133.265
24,2016,1,1.8409607810717,4.54595780306097,10.9158221399224,12.8157674157342,13.0942678955351,16.9297606466893,30.3928484549889,44.2157622739018,631746421,46337309,124775292,11272847,118133533,123358153,326625435,171328014,278283761,626593786,105803612,100576601,173739913,703716223,189803298,338396923,651591278,111735271,238616719,601282739,407812645,654823281,123850033,894608427,849681715,561513997,107405601,116862118,101.71,105.32,98.8,96.5,117.737,107.13,98.954,102.139,102.051,100.541
25,2016,2,0.258039215220492,0.0967207788822374,0.132147650296906,0.0066821706012006,3.22605657027399,3.3356648981373,8.74428789363004,40.096589134029,704614473,507205432,121094757,108963706,119833393,12262529,341214742,170140959,262790536,646921716,906196617,975172248,173540358,738404188,184869392,315903119,664930288,113797342,227837526,584777796,37076029,657212066,113908908,879744426,747714183,560816034,105177308,114697046,99.8,106.199,95.9,96.0,122.51,109.107,93.9,100.02,100.265,101.065
26,2016,3,1.41033986638744,0.173749999279253,0.0568959731764891,0.0,0.464600666811978,15.188883002035,28.3148590815676,42.0458656355392,64038084,658019931,131106288,118009847,1292978,132990722,360730284,173125219,304646012,739855059,105979251,10078391,200213449,774006953,206292111,323127447,750307325,127402488,226051649,613101979,381252577,650665866,115644075,875582556,155863587,562793043,117497601,127886309,111.305,112.082,103.889,104.131,124.944,122.151,109.528,111.736,112.095,104.039
27,2016,4,50.2980129940447,125.095681704484,243.600235266973,257.698635556716,207.463394114261,162.562127534379,145.580852970492,172.403203860734,379177656,628472899,116914534,104258869,126823153,126478838,339760115,176672743,336972152,7121723,906747494,891688001,187276714,770591257,202802406,303992775,78666518,114914699,228420866,590617591,38967417,640520301,122745987,885007146,161272908,561034834,11271897,122706739,106.797,100.38,92.6,99.0,106.815,110.178,111.515,107.192,108.236,103.308
28,2016,5,35.1235751488629,45.5666558788968,76.9460066948961,100.714759862146,98.0551581327213,106.415751421705,100.239999880068,89.530930196284,286149845,766593087,131506386,118079351,133120102,12864378,334398293,175244186,332144829,719786481,978511994,103759809,182719482,798139359,207309462,310232915,779520243,108778048,223610261,60173436,393909735,63982393,123916598,87926613,166112043,562581419,113245469,123319828,107.33,101.633,104.206,100.72,100.717,104.294,112.71,107.692,107.703,102.788
29,2016,6,67.4780000284606,79.5560553817006,76.1176174279027,56.9196124350378,30.7934109426775,13.0825664953532,27.6971134838945,53.0155942902084,230167228,756840432,123308033,110157514,131432408,125138992,329363051,162117145,28824654,693020182,970843952,10609242,181205838,722313917,202645395,307337079,760105397,10246372,225252719,583609043,394719486,636285948,124171487,88310358,16570503,566419602,110555672,120571755,104.939,96.7,97.7,97.9,95.0,98.2,112.457,105.134,105.707,98.7
30,2016,7,47.0058627879698,99.8068179960375,137.988372265092,213.601643265125,227.318735487648,280.046795134849,289.689908529545,292.828023294454,191925203,594186231,120583042,107209916,134580911,118085706,305567984,145134828,282577753,682013832,100363329,886843482,177287874,735667013,195605798,314760112,789577658,10016991,228332146,599074036,390017414,63320576,122135646,881581358,123707994,56842925,104881996,114882463,99.9,93.8,95.5,92.4,93.9,96.0,104.692,99.7,100.482,101.778
31,2016,8,0.230222222682551,1.69568181502355,19.5474329087508,35.6973178950853,67.8501413891994,154.264195576627,251.829885911324,336.484625606882,167007641,433866634,120692508,107023736,138046821,124910889,315645242,15099862,27970466,709060146,100428212,10516551,193072385,77547123,208961267,328739606,806258289,101209206,234743719,616314035,395834581,630958206,120866173,886315007,162780323,571629914,109840849,120070449,104.502,95.6,95.6,97.8,93.5,97.0,112.24,104.455,105.428,99.0
32,2016,9,0.0,0.0358603897069085,1.06697986523102,3.09096124396306,18.7369966790725,45.6468018902109,74.4993070194218,119.11441859164,178797615,342580723,122437133,10851499,140700266,120513577,296788403,152565286,292274656,69059951,98786742,950226102,189741256,724921833,205288522,311474945,734734113,100716927,23782948,604998911,39756745,629657787,118878478,88551452,141309491,575846354,106169997,116530017,101.421,92.5,97.0,94.362,87.7,96.5,107.875,100.964,101.91,100.746
33,2016,10,9.93149019236755,35.0525162467709,58.7169296597474,70.6118604379107,96.2868303689306,142.91821137895,162.821500361284,177.905012805949,26496756,479576809,123779858,108545015,155924817,123254135,314595974,157161898,325556493,741965006,964049454,920175552,188946417,769057743,203828496,324271356,834422636,100499504,242685554,638404287,415819848,625979639,119961893,887667793,163088406,577166622,111657348,122107419,106.275,99.2,98.0,96.5,102.478,96.3,113.091,106.182,107.137,101.471
34,2016,11,2.36513724894403,4.41784091189794,5.97362415930069,6.39207751479491,15.1670049957547,26.6975465274238,62.4570677903256,97.5963952633762,319873125,55689498,130629404,115590788,15229578,128841416,33300818,166818188,345796928,746917618,101758277,821476071,203612924,76693649,22390598,338167218,898205212,108710418,254089569,643028365,460795367,627712052,132316063,916833751,161673849,577221026,11712275,128072255,111.467,105.938,103.511,100.882,112.23,104.23,116.69,111.379,112.309,102.321
35,2016,12,6.01689541918025,30.9171266509341,26.0644463085688,14.0306201333223,21.6207570809493,62.7744947583117,101.805994000402,145.72228716079,418910218,437105959,135422656,120483483,150202906,133640167,336071995,175335113,368082608,766308489,107262602,101418319,191378357,730663919,241329535,353721073,107140626,136080623,252926174,649984259,453709061,642914872,128517764,92395769,120968438,577787565,119535493,132301307,115.147,115.772,107.309,104.64,131.771,130.472,108.986,113.674,115.981,136.799
36,2017,1,1.20200653461119,0.607418831504349,1.06052014064169,1.12601550439474,4.04841930618953,18.5676994773936,40.5517289219062,99.8719894497894,622789111,420375516,118878504,107634281,114570562,124611905,331319957,165523048,30350135,680909302,101215924,111335736,172682799,662192542,192322779,351817335,667766799,115087246,241547002,610561206,420792415,645787852,119318347,916834644,881791698,568300854,107981537,117955419,102.662,105.147,94.2,97.5,118.939,110.344,99.4,102.686,103.542,101.904
37,2017,2,4.44050980394864,5.57404220805733,14.6737583999166,14.8102790918461,13.7531863641871,31.6418816512252,71.6128711874759,121.597545352709,678875883,715355141,100336697,894098092,109436761,117548271,323876151,15945922,284365478,656780077,928019184,953329198,157799668,663927614,178759628,316919848,656310445,111874,23462987,570747215,375949867,641877715,110504113,899722702,772827457,566750102,102812515,112435842,97.858,100.704,79.5,92.0,121.877,107.263,93.8,97.7,99.6,98.4
38,2017,3,0.0364183008402976,0.177970778729234,3.02855704406326,11.853612389352,27.7734692160183,41.5586967950172,74.01296275096,94.5716021190318,609567464,125723426,102351428,898640963,123524251,134565562,398773275,164350939,339936026,737336499,962849492,963307632,189190731,742872614,212433194,327799035,741175953,13164685,228767711,620096053,382332601,635071193,110358845,894826342,160363483,570195832,116497707,127630216,111.082,107.857,81.1,105.364,127.21,126.221,109.846,110.785,113.995,108.769
39,2017,4,0.652686273765574,7.64766230130592,38.1025334945411,54.9472402971844,61.5337436996561,71.245744717882,110.455536937496,174.955452172331,367056624,910160074,115826086,103920523,120052253,120825482,34299168,155464493,322361809,626050742,920913999,856616269,174263172,669371602,193666077,305938774,742882269,113706139,234723897,587011122,396586339,622497359,119139302,897101177,165845816,572002798,111999176,121938193,106.128,98.0,91.7,94.6,105.41,109.01,112.047,106.507,107.565,101.399
40,2017,5,137.975549003501,127.865016287023,118.529479986869,156.639922575248,140.208668970625,167.463038419155,172.492566744244,270.706601993058,290786889,816762875,127249927,11603557,115353316,133333048,381805615,157030601,345675861,699819591,102245377,105170986,189742179,70641659,216425157,325252655,733632417,115780956,227785854,604429516,406724366,628677082,120712171,900771436,16940889,575376062,114423232,125011332,108.803,101.588,100.833,104.399,99.9,111.009,113.574,108.812,109.642,105.5
41,2017,6,56.6655359976237,102.619642932694,116.962030103543,210.423225047976,313.703660187428,321.583936041974,317.923915040829,376.987441661746,231630958,68065533,122641987,111700584,112356604,124709301,334602987,144131071,283801925,670174428,100716421,107426547,180725454,677286455,212941793,325842854,694919118,107007064,233110929,590988415,410495944,635952893,121748905,904770772,169389589,579278746,111188756,121662646,105.888,95.1,97.1,97.6,92.1,102.596,113.932,105.73,106.794,100.948
42,2017,7,5.75417647103055,34.7345292828735,52.4967281810389,91.1665114410164,118.739101562246,155.942872326425,180.137113566809,238.171110887552,192384567,697193764,1271215,114372263,128945971,122358298,327880438,139543705,258495827,706375184,991650687,996693781,180873938,697978099,208261821,343865767,726602442,103993252,233226077,616396852,404481308,643901173,122123869,91099051,125926955,578828653,10708125,117385348,102.165,95.7,100.731,95.8,92.7,99.7,106.66,101.83,102.384,103.085
43,2017,8,18.8339542448667,50.5333441598462,80.2882885044853,166.62404627837,244.180041397272,350.613882967766,358.73345756676,487.918681339392,16969504,564971291,132493254,118941021,136737777,127982444,340390609,143072115,281603022,72619525,103839028,104672353,192367113,701340121,223556602,344094032,75065218,104875808,239123234,632752874,405186492,644838783,119127953,909579827,16580699,580563365,112006964,122633932,106.73,97.9,104.988,100.21,91.7,100.553,113.888,106.51,106.985,101.415
44,2017,9,6.94472548492448,18.2926460721276,37.6084396375106,58.3503100757451,96.1021463613145,108.626023804888,115.413625288627,146.092157782818,178798814,504101458,129815855,116830667,131375147,121708499,31825633,146260172,287001889,644051064,996007127,109635786,174433196,668797648,205627894,320318773,686258982,10279288,242982146,615956989,407352394,643348438,119379058,915362676,143732379,584685241,10777117,11818101,102.858,93.3,102.867,95.2,85.9,98.5,109.83,102.486,102.941,103.213
45,2017,10,2.51963398239508,24.5400487025837,43.9033892906752,62.832868147266,96.3137685296539,176.157460197489,232.400030584982,313.305749030692,271003281,636392469,137201539,122487138,147631087,127904447,34574984,151863772,334624539,743749195,913065176,102949915,181835445,73753936,222402327,347091937,805847423,105631346,247492017,646591375,435182157,631376882,11873833,925055818,167563089,586601268,11502888,125624312,109.336,103.558,108.719,100.149,103.592,101.277,115.211,109.388,109.484,103.383
46,2017,11,0.439183006113018,3.27545454770073,12.5101342002874,30.1578604476396,50.4661231231372,59.0208975786858,59.9932521985672,77.830620218617,324918755,593380009,131681415,117349479,143549281,134482743,358952238,165172446,346662105,720106323,946372246,9841677,204828199,773478588,243251362,35552093,88224529,114538066,260669434,654179981,487394275,634652057,131793328,955193673,167830763,586522917,120044961,13164981,114.58,107.973,104.345,105.299,112.919,109.81,119.486,114.158,115.638,106.13
47,2017,12,0.236287580323375,0.0904220775035875,1.79453020246899,6.81803100959275,2.52039101947186,14.7535372256163,51.4980882759414,117.231446850207,422846007,484955401,137802787,123410751,144848139,13463309,34335475,177410723,355397976,730078806,100413033,107118301,187862031,704785621,251259571,370128429,10729581,141226945,260022115,655922889,479013586,653081268,127285132,956978755,125661798,586383125,121908538,135252896,117.716,117.289,109.195,105.417,133.037,135.406,111.135,115.931,118.615,140.898
48,2018,1,2.54989542289229,2.8417207621425,6.00555370139246,1.59302325877975,6.07733776627384,23.3109907263771,42.3490403587366,77.757080275267,633836083,432762858,123715444,111922729,118672369,133257638,374267052,16674972,328801711,718358136,105824358,109392003,17962884,658648398,21548405,369045215,681437164,124368395,251622086,631810234,4428686,665513964,121944143,947775692,930780416,574799242,112395018,122707677,106.798,109.076,98.0,104.34,121.508,119.242,102.722,106.884,107.701,104.27
49,2018,2,2.29345097637011,0.473230523178233,2.20317114333641,4.8353333432083,11.3988186513723,16.5202127688743,25.8814470609998,30.6770025642651,699289343,502195647,120293825,108961844,113977454,122283138,332018501,163596058,319287288,69530084,969801622,982275544,160983242,653085428,196721554,333284191,670156799,11850048,244101305,596227794,390410157,66938294,112452457,926675063,817476045,573039158,107541772,117685853,102.427,106.295,95.3,95.7,123.552,113.616,96.9,102.268,103.139,101.05
50,2018,3,0.0833333334392485,1.50115259712586,3.83914430114447,17.9000465452209,41.1661397557885,87.3818485407119,144.213396774025,250.52572298666,62545764,107191182,134438868,122123327,123716785,136763201,384298467,174489205,346438331,73562444,930566732,112746762,191109563,718676503,227136365,352001784,763845549,134952015,240151491,635073,398240172,677917201,114769302,925382127,168024554,575579649,122452712,13377956,116.434,115.883,106.53,107.085,130.366,129.39,114.21,116.448,117.46,111.639
51,2018,4,0.792993463773061,0.92668831356281,13.1487416093982,24.4216589521068,80.9553410503114,136.480086476245,185.776047258457,256.040322749806,403354482,93757554,124385237,112968888,114693726,138610875,37402925,194452697,370841871,725802748,1034824,107493843,19489647,717298798,227231646,33084541,771052979,123406294,244276026,612630111,419067114,668992277,124862109,932720591,174708802,577423054,119393917,130081741,113.216,107.01,98.5,108.53,112.147,118.32,117.3,113.539,114.806,104.502
52,2018,5,8.6255751657111,31.905860354374,43.6559731400253,68.4101860253386,100.797337705006,178.076276591484,211.323868808906,221.953682054229,294908621,888830466,137448783,125294394,121900473,139300435,389355987,19690699,338830892,723293946,107832338,948526359,188068241,70793454,231899386,341203234,757024015,119229694,236261195,625437444,421209826,678738468,126095781,936799866,176960921,5806427,119552233,130809527,113.849,107.066,108.915,109.072,103.648,114.315,118.377,113.69,114.291,106.51
53,2018,6,42.6826405095119,64.7041558476238,68.406946207853,111.368930148339,149.527878480426,205.793430609906,279.012086599543,339.021757101212,233621069,694586947,13057336,118549925,120810436,135194172,364609268,182359667,308925913,731508847,104804923,103010341,191423047,70583483,227005629,341750516,732109318,112070792,236950838,611412932,421381256,678036799,124051998,942442625,174286027,584471376,116063424,127120748,110.639,101.4,103.467,105.856,95.9,107.452,117.44,110.372,111.349,105.12
54,2018,7,28.2687319987545,70.4168343048591,93.5695806157669,125.218279124415,125.304176098892,146.374581063047,155.946572843437,209.880555303214,189474289,692796794,133249818,120903584,124088221,128354483,343457838,155687692,265345891,726101383,105004528,105897201,185304618,70824171,213454011,361711705,763858096,105606351,237605169,625572682,413869295,67900373,12228733,945056979,131921093,584276989,110714545,121473037,105.72,100.54,105.588,100.501,96.3,101.25,109.502,105.285,105.608,101.14
55,2018,8,2.23147058991922,17.7254707704891,34.2410066751826,47.7790077800899,84.133976693558,143.225531826628,196.384500990183,328.763527231931,167218756,618107584,127494583,114044798,135911049,134337385,352713059,155499282,282857251,761910666,10666085,113232043,205964209,753121123,229592623,341668896,771082628,110815907,240435294,648893077,417627795,686888472,120587594,945484562,17263425,585841147,11510209,12603131,109.69,99.4,101.027,105.1,93.1,106.248,117.404,109.458,110.578,103.995
56,2018,9,2.29636601269781,26.8535552798928,79.456610762833,110.891984558105,193.043801817045,242.892686610526,253.34603953307,292.924587121614,167583612,498075834,129383043,115237183,14313991,119526344,301564892,155860699,252305087,640941752,101982311,104841896,178232965,633005896,198015667,33177918,69156583,10354107,245471688,63045062,422285543,676713154,122441225,951544638,150888035,592310781,109937357,120652343,105.009,93.5,102.524,93.5,86.1,99.2,113.647,104.546,105.172,102.861
57,2018,10,14.5456405433966,9.06365260118981,38.3367113230512,73.2098448346752,95.0937688465721,139.626615656183,163.596991696616,216.85704170641,276196365,704726326,125297185,110542041,149705046,140139514,380440178,16942394,328198517,811197543,103905471,10338753,211659522,809769321,239316092,370736322,821761124,11370537,252061229,683658628,446302808,679700528,121951695,956877977,175191477,593634385,119147799,130391916,113.48,105.753,99.2,109.729,107.271,109.019,119.649,113.305,115.022,107.351
